ID,Avg_Annotation,Weighted_Avg_Annotation,Weighted_Avg_Annotation_Good,Weighted_R_HIT,A1,A1_R,A1_R_Good,A2,A2_R,A2_R_Good,A3,A3_R,A3_R_Good,A4,A4_R,A4_R_Good,A5,A5_R,A5_R_Good,A1xR,A1xR_R,A2xR,A2xR_R,A3xR,A3xR_R,A4xR,A4xR_R,A5xR,A5xR_R,True_Label
3360__outline_6__elegant_5,1.4,1.6519888576177844,1.7662746858113378,0.1247994466530284,3,0.19256457991767112,0.34510174917708042,2,0.31631978673876959,0.42388474976290363,1,-0.080026753713099419,-0.080026753713099419,1,0.21941776691706522,0.37596043085676495,0,0.16875454150411159,0.16875454150411159,2,0.31631978673876959,1,0.21941776691706522,3,0.19256457991767112,0,0.16875454150411159,1,-0.080026753713099419,2
5939__time_7__shivering_18,0.4,0.48729420813239033,0.66772610194066206,0.37129460526817126,2,0.34571925851011442,0.72747568937254503,0,0.19256457991767112,0.34510174917708042,0,0.25876203863362002,0.25876203863362002,0,0.27634790246441848,0.33501423753884496,0,0.34554062494872229,0.51261064583900906,2,0.34571925851011442,0,0.34554062494872229,0,0.27634790246441848,0,0.25876203863362002,0,0.19256457991767112,0
5884__manner_15__led_19,1.4,1.1917193806928641,1.4262428750005935,0.18443250162841113,3,0.14606876249978956,0.14606876249978956,2,0.14136161161509794,0.37144125890414881,2,0.26410126616238655,0.41748721141828848,0,0.23377986807223944,0.21568627450980388,0,0.26286481847005555,0.26286481847005555,2,0.26410126616238655,0,0.26286481847005555,0,0.23377986807223944,3,0.14606876249978956,2,0.14136161161509794,1
7662__currents_14__steady_13,1.2,1.3973370341930098,1.2703561995884669,0.23911650063225612,2,0.26410126616238655,0.41748721141828848,2,0.31631978673876959,0.42388474976290363,1,0.20549357694720016,0.2958143259563748,1,0.36988094784402631,0.48013018175068017,0,0.086722575128378318,0.31811583810244842,1,0.36988094784402631,2,0.31631978673876959,2,0.26410126616238655,1,0.20549357694720016,0,0.086722575128378318,1
5944__gusty_13__shower_14,2.6,2.6071028602169459,2.615626583984342,0.67633929452376274,3,0.26410126616238655,0.41748721141828848,3,0.43784752846174901,0.6445823309769253,3,0.61534783449591479,0.68454325641989278,2,0.32991455345437587,0.44625018163309388,2,0.52259679469209153,0.6442672609247595,3,0.61534783449591479,2,0.52259679469209153,3,0.43784752846174901,2,0.32991455345437587,3,0.26410126616238655,0
325__Ripping_1__minefields_5,0.4,0.14992939284865534,0.095149648700035103,0.49580183876439426,2,0.11772739940097351,0.11108840388410511,0,0.26410126616238655,0.41748721141828848,0,0.31114667854926403,0.53381868138795585,0,0.36988094784402631,0.48013018175068017,0,0.50758159435977324,0.79250051433257196,0,0.50758159435977324,0,0.36988094784402631,0,0.31114667854926403,0,0.26410126616238655,2,0.11772739940097351,0
7709__constricted_31__leading_35,0.2,0.090693442026272234,0.065745158441591858,0.023421072591265291,1,0.085678705060346638,0.085678705060346638,0,0.063946127521113019,0.063946127521113019,0,0.2146608446415654,0.3121973438933367,0,0.26410126616238655,0.41748721141828848,0,0.31631978673876959,0.42388474976290363,0,0.31631978673876959,0,0.26410126616238655,0,0.2146608446415654,1,0.085678705060346638,0,0.063946127521113019,0
417__British_10__response_12,1.2,1.1520478111016976,1.1572892830669426,0.67633929452376274,2,0.32991455345437587,0.44625018163309388,1,0.26410126616238655,0.41748721141828848,1,0.43784752846174901,0.6445823309769253,1,0.52259679469209153,0.6442672609247595,1,0.61534783449591479,0.68454325641989278,1,0.61534783449591479,1,0.52259679469209153,1,0.43784752846174901,2,0.32991455345437587,1,0.26410126616238655,1
7734__lines_19__current_21,1.0,0.94814413665970698,1.0192166403799976,0.37395963146863331,2,0.31631978673876959,0.42388474976290363,1,0.19256457991767112,0.34510174917708042,1,0.2146608446415654,0.3121973438933367,1,0.26410126616238655,0.41748721141828848,0,0.38763626045012145,0.38763626045012145,0,0.38763626045012145,2,0.31631978673876959,1,0.26410126616238655,1,0.2146608446415654,1,0.19256457991767112,1
1818__physics_9__kept_2,0.2,0.074964696424327668,0.047574824350017551,0.49580183876439426,1,0.11772739940097351,0.11108840388410511,0,0.26410126616238655,0.41748721141828848,0,0.31114667854926403,0.53381868138795585,0,0.36988094784402631,0.48013018175068017,0,0.50758159435977324,0.79250051433257196,0,0.50758159435977324,0,0.36988094784402631,0,0.31114667854926403,0,0.26410126616238655,1,0.11772739940097351,0
3427__idea_2__habits_6,0.4,0.17403833509959099,0.020431811629350156,0.41803901575670249,2,0.13619720578466407,0.023872931670766817,0,0.26410126616238655,0.41748721141828848,0,0.31114667854926403,0.53381868138795585,0,0.39781289950356152,0.68083031009651807,0,0.45588224747225409,0.68083031009651807,0,0.45588224747225409,0,0.39781289950356152,0,0.31114667854926403,0,0.26410126616238655,2,0.13619720578466407,0
5967__gone_4__met_11,0.8,0.75099005817000697,0.72634263926618603,0.49012781106884523,2,0.32991455345437587,0.44625018163309388,1,0.26410126616238655,0.41748721141828848,1,0.43316752880829851,0.47918312366446753,0,0.32036874223355238,0.56425345863588772,0,0.45952629488803132,0.55608592655422584,0,0.45952629488803132,1,0.43316752880829851,2,0.32991455345437587,0,0.32036874223355238,1,0.26410126616238655,0
3261__scrutiny_48__stand_44,1.0,0.88788003441985164,0.94895569487184828,0.34255231448544082,3,0.26410126616238655,0.41748721141828848,1,0.32991455345437587,0.44625018163309388,1,0.33612660565920216,0.18411492357966466,0,0.31631978673876959,0.42388474976290363,0,0.39604004174259089,0.51236688033655531,0,0.39604004174259089,1,0.33612660565920216,1,0.32991455345437587,0,0.31631978673876959,3,0.26410126616238655,1
3407__feet_9__avoid_14,0.2,0.0073371514001208792,0.057350590054868977,0.41116052638123468,1,0.0097744610983413124,0.1198479054737102,0,0.19256457991767112,0.34510174917708042,0,0.31631978673876959,0.42388474976290363,0,0.35046375566883575,0.68366481886037533,0,0.46306487807271679,0.51724223115644707,0,0.46306487807271679,0,0.35046375566883575,0,0.31631978673876959,0,0.19256457991767112,1,0.0097744610983413124,1
5944__shower_14__sheet_2,0.4,0.33223439864644022,0.41207166719292715,0.61879984022828094,1,0.086722575128378318,0.31811583810244842,1,0.3042946828822814,0.47892390824276232,0,0.20549357694720016,0.2958143259563748,0,0.26410126616238655,0.41748721141828848,0,0.31631978673876959,0.42388474976290363,0,0.31631978673876959,1,0.3042946828822814,0,0.26410126616238655,0,0.20549357694720016,1,0.086722575128378318,0
10302__shop_13__admitted_21,0.6,0.46284075536356811,0.78244997822073314,0.24852452515117596,2,0.13707530118181802,0.55618651039326206,1,0.21941776691706522,0.37596043085676495,0,0.19256457991767112,0.34510174917708042,0,0.2010117359498273,0.2010117359498273,0,0.31631978673876959,0.42388474976290363,0,0.31631978673876959,1,0.21941776691706522,0,0.2010117359498273,0,0.19256457991767112,2,0.13707530118181802,0
356__head_15__buried_16,0.8,0.86907150464113614,0.9995991427887464,0.13741095627711489,1,0.14136161161509794,0.37144125890414881,1,0.19256457991767112,0.34510174917708042,1,0.34554062494872229,0.51261064583900906,1,0.35046375566883575,0.68366481886037533,0,0.15516244568554596,0.00076707456600455526,1,0.35046375566883575,1,0.34554062494872229,1,0.19256457991767112,0,0.15516244568554596,1,0.14136161161509794,0
212__departments_2__designed_13,0.2,0.25181230064465382,0.23651365838121188,0.42623019079690611,1,0.4905218361242365,0.56845533565297413,0,0.26410126616238655,0.41748721141828848,0,0.31631978673876959,0.42388474976290363,0,0.41612290976654176,0.54667415377162398,0,0.46090034451588929,0.44697638464353723,1,0.4905218361242365,0,0.46090034451588929,0,0.41612290976654176,0,0.31631978673876959,0,0.26410126616238655,1
7679__direction_18__field_21,0.4,0.17403833509959099,0.020431811629350156,0.41803901575670249,2,0.13619720578466407,0.023872931670766817,0,0.26410126616238655,0.41748721141828848,0,0.31114667854926403,0.53381868138795585,0,0.39781289950356152,0.68083031009651807,0,0.45588224747225409,0.68083031009651807,0,0.45588224747225409,0,0.39781289950356152,0,0.31114667854926403,0,0.26410126616238655,2,0.13619720578466407,1
224__remit_2__intrusion_5,0.8,0.79865518335431485,0.86019321195187493,0.35464087485137707,2,0.32991455345437587,0.44625018163309388,1,0.19125896245035712,0.29031048383720126,1,0.36988094784402631,0.48013018175068017,0,0.31631978673876959,0.42388474976290363,0,0.32140693399702103,0.29264243560285735,1,0.36988094784402631,2,0.32991455345437587,0,0.32140693399702103,0,0.31631978673876959,1,0.19125896245035712,0
415__reluctance_14__makes_24,0.6,0.41741243080115986,0.222829928369847,0.12203074635855428,2,0.18181703036190125,0.18181703036190125,1,0.016463113825723408,0.016463113825723408,0,0.13707530118181802,0.55618651039326206,0,0.26410126616238655,0.41748721141828848,0,0.31114667854926403,0.53381868138795585,0,0.31114667854926403,0,0.26410126616238655,2,0.18181703036190125,0,0.13707530118181802,1,0.016463113825723408,1
44__Employers_1__release_6,0.6,0.70344276560333152,0.84009693372213168,0.25914411068012988,1,0.19125896245035712,0.29031048383720126,1,0.20748780620205223,0.50663334910697544,1,0.40570133098332523,0.56221132514482286,0,0.1189550490825487,0.013554831758020514,0,0.22018399009573583,0.24514516892273003,1,0.40570133098332523,0,0.22018399009573583,1,0.20748780620205223,1,0.19125896245035712,0,0.1189550490825487,0
1432__feel_35__change_37,1.0,1.0441693498750955,1.1129181263117918,0.48312030538352524,2,0.3042946828822814,0.47892390824276232,1,0.31631978673876959,0.42388474976290363,1,0.32991455345437587,0.44625018163309388,1,0.48153834608537693,0.48153834608537693,0,0.23084492782511185,0.24459688234324847,1,0.48153834608537693,1,0.32991455345437587,1,0.31631978673876959,2,0.3042946828822814,0,0.23084492782511185,1
6049__time_3__rallied_6,1.6,1.5382379671440085,1.4540097569821322,0.38903437704875127,3,0.23084492782511185,0.24459688234324847,2,0.31631978673876959,0.42388474976290363,1,0.26410126616238655,0.41748721141828848,1,0.3042946828822814,0.47892390824276232,1,0.32991455345437587,0.44625018163309388,1,0.32991455345437587,2,0.31631978673876959,1,0.3042946828822814,1,0.26410126616238655,3,0.23084492782511185,0
7866__black_15__fur_16,1.0,1.1775297326845662,1.1984504205564042,0.23546690883770449,2,0.31631978673876959,0.42388474976290363,1,0.19256457991767112,0.34510174917708042,1,0.26410126616238655,0.41748721141828848,1,0.34642762010975348,0.34642762010975348,0,0.099862150329496635,0.099862150329496635,1,0.34642762010975348,2,0.31631978673876959,1,0.26410126616238655,1,0.19256457991767112,0,0.099862150329496635,0
2399__continued_6__rising_9,0.6,0.45981406437448807,0.51919825349583382,0.48667662586259053,1,0.18339841498136245,0.48043565055296494,1,0.19256457991767112,0.34510174917708042,1,0.31631978673876959,0.42388474976290363,0,0.3042946828822814,0.47892390824276232,0,0.50899366797573387,0.67809915096908768,0,0.50899366797573387,1,0.31631978673876959,0,0.3042946828822814,1,0.19256457991767112,1,0.18339841498136245,0
7765__apple_38__gold_37,1.8,1.8950235745627872,1.8619353053356096,0.29310913095046975,3,0.31631978673876959,0.42388474976290363,2,0.3042946828822814,0.47892390824276232,2,0.36988094784402631,0.48013018175068017,1,0.20549357694720016,0.2958143259563748,1,0.26410126616238655,0.41748721141828848,2,0.36988094784402631,3,0.31631978673876959,2,0.3042946828822814,1,0.26410126616238655,1,0.20549357694720016,1
7945__own_18__brought_3,1.0,0.75632389453751614,1.0906008774055866,0.22467278892005477,2,0.13707530118181802,0.55618651039326206,2,0.19256457991767112,0.34510174917708042,1,0.21941776691706522,0.37596043085676495,0,0.29642313172467261,0.29642313172467261,0,0.31631978673876959,0.42388474976290363,0,0.31631978673876959,0,0.29642313172467261,1,0.21941776691706522,2,0.19256457991767112,2,0.13707530118181802,0
7825__corridors_37__repeated_33,0.0,0.0,0.0,0.47686979069456009,0,0.31671733188367246,0.46146739812371634,0,0.32290088183657273,0.27012025761537023,0,0.32991455345437587,0.44625018163309388,0,0.44626682464152934,0.71552246826874877,0,0.53610493547327898,0.71552246826874877,0,0.53610493547327898,0,0.44626682464152934,0,0.32991455345437587,0,0.32290088183657273,0,0.31671733188367246,0
7936__called_32__produces_24,0.6,0.45835260898819424,0.4179182206064479,0.052586099438508345,2,0.15915254670966048,0.15915254670966048,1,0.14136161161509794,0.37144125890414881,0,0.19256457991767112,0.34510174917708042,0,0.20549357694720016,0.2958143259563748,0,0.3042946828822814,0.47892390824276232,0,0.3042946828822814,0,0.20549357694720016,0,0.19256457991767112,2,0.15915254670966048,1,0.14136161161509794,0
7657__vector_2__potential_3,2.2,2.196031054823778,2.2794727538900124,0.18443250162841113,3,0.14606876249978956,0.14606876249978956,3,0.26286481847005555,0.26286481847005555,3,0.26410126616238655,0.41748721141828848,2,0.14136161161509794,0.37144125890414881,0,0.23377986807223944,0.21568627450980388,3,0.26410126616238655,3,0.26286481847005555,0,0.23377986807223944,3,0.14606876249978956,2,0.14136161161509794,1
212__system_24__act_15,0.8,0.87766850070746238,0.87037627935651074,0.14580127012183974,2,0.31631978673876959,0.42388474976290363,1,0.20150133798151659,0.20150133798151659,1,0.22018399009573583,0.24514516892273003,0,0.19917280439161622,0.19917280439161622,0,0.26410126616238655,0.41748721141828848,2,0.31631978673876959,0,0.26410126616238655,1,0.22018399009573583,1,0.20150133798151659,0,0.19917280439161622,0
7619__[formula]_24__gauge_22,0.8,0.82669609517360898,0.80353371558725839,0.38903437704875127,2,0.32991455345437587,0.44625018163309388,1,0.23084492782511185,0.24459688234324847,1,0.3042946828822814,0.47892390824276232,0,0.26410126616238655,0.41748721141828848,0,0.31631978673876959,0.42388474976290363,2,0.32991455345437587,0,0.31631978673876959,1,0.3042946828822814,0,0.26410126616238655,1,0.23084492782511185,0
7693__carriers_20__charge_19,0.8,0.65276713917146667,0.73276734711489211,0.31435431911058553,1,0.14136161161509794,0.37144125890414881,1,0.15516244568554596,0.00076707456600455526,1,0.19256457991767112,0.34510174917708042,1,0.20549357694720016,0.2958143259563748,0,0.36947596597989285,0.36947596597989285,0,0.36947596597989285,1,0.20549357694720016,1,0.19256457991767112,1,0.15516244568554596,1,0.14136161161509794,1
58__labour_17__system_19,0.2,0.22568835346875735,0.15026030975696741,0.4166386625893102,1,0.29862475435053359,0.34401517310019897,0,0.14136161161509794,0.37144125890414881,0,0.18963703772855545,0.31217722403624681,0,0.20177551616363887,0.77005354108681967,0,0.49177416267287294,0.49177416267287294,0,0.49177416267287294,1,0.29862475435053359,0,0.20177551616363887,0,0.18963703772855545,0,0.14136161161509794,0
414__persuasion_18__bit_16,1.4,1.677199281931832,1.897652909700644,0.23911282585261173,3,0.34571925851011442,0.72747568937254503,2,0.31674660995281828,0.38035116546921305,1,0.19256457991767112,0.34510174917708042,1,0.3672809333589398,0.3672809333589398,0,0.10758216921849159,0.10612380994058944,1,0.3672809333589398,3,0.34571925851011442,2,0.31674660995281828,1,0.19256457991767112,0,0.10758216921849159,1
3340__nodule_9__preserved_12,0.8,0.69962976385460018,0.62026010209110927,0.30644169238578006,2,0.27001608285815787,0.31153752380634192,1,0.19256457991767112,0.34510174917708042,1,0.31631978673876959,0.42388474976290363,0,0.35046375566883575,0.68366481886037533,0,0.36988094784402631,0.48013018175068017,0,0.36988094784402631,0,0.35046375566883575,1,0.31631978673876959,2,0.27001608285815787,1,0.19256457991767112,1
7934__rose_30__smile_26,1.8,1.6381394644189831,1.5050787041474627,0.23911282585261173,3,0.10758216921849159,0.10612380994058944,3,0.31674660995281828,0.38035116546921305,1,0.19256457991767112,0.34510174917708042,1,0.34571925851011442,0.72747568937254503,1,0.3672809333589398,0.3672809333589398,1,0.3672809333589398,1,0.34571925851011442,3,0.31674660995281828,1,0.19256457991767112,3,0.10758216921849159,3
7931__view_10__shuts_7,2.0,1.9940330009903353,2.0840935740888691,0.30846345720927942,3,0.3042946828822814,0.47892390824276232,2,0.19256457991767112,0.34510174917708042,2,0.26410126616238655,0.41748721141828848,2,0.31631978673876959,0.42388474976290363,1,0.31258802590017998,0.31258802590017998,2,0.31631978673876959,1,0.31258802590017998,3,0.3042946828822814,2,0.26410126616238655,2,0.19256457991767112,2
7786__power_10__survivor_13,1.6,1.9365774306128607,1.7657346731588472,0.28772824902423993,3,0.3042946828822814,0.47892390824276232,2,0.26410126616238655,0.41748721141828848,2,0.31631978673876959,0.42388474976290363,1,0.20549357694720016,0.2958143259563748,0,0.086722575128378318,0.31811583810244842,2,0.31631978673876959,3,0.3042946828822814,2,0.26410126616238655,1,0.20549357694720016,0,0.086722575128378318,1
7636__strength_33__[formula]_35,0.8,0.39878354445485398,0.25469199684801291,0.26999938428451209,3,0.090162203698411852,0.090162203698411852,1,0.18617672377634792,0.18617672377634792,0,0.26410126616238655,0.41748721141828848,0,0.28433193371019749,0.53492269749055232,0,0.32036874223355238,0.56425345863588772,0,0.32036874223355238,0,0.28433193371019749,0,0.26410126616238655,1,0.18617672377634792,3,0.090162203698411852,1
14658__straight_31__cut_30,1.8,1.6126789720203447,1.6365576239144701,0.50629630696121963,3,0.19256457991767112,0.34510174917708042,2,0.26410126616238655,0.41748721141828848,2,0.35576470695968626,0.45163012989672102,1,0.28433193371019749,0.53492269749055232,1,0.54356659071681945,0.70047279691577991,1,0.54356659071681945,2,0.35576470695968626,1,0.28433193371019749,2,0.26410126616238655,3,0.19256457991767112,0
7673__velocity_32__travel_30,1.2,1.0787346471993076,0.85720093099907047,0.18860941096620318,3,0.14606876249978956,0.14606876249978956,2,0.14136161161509794,0.37144125890414881,1,0.26410126616238655,0.41748721141828848,0,0.15982822810371289,0.15982822810371289,0,0.20177551616363887,0.77005354108681967,1,0.26410126616238655,0,0.20177551616363887,0,0.15982822810371289,3,0.14606876249978956,2,0.14136161161509794,1
3251__character_2__diagnoses_21,1.6,1.4226845422494634,1.3954307459639705,0.09220867229416356,2,-0.080026753713099419,-0.080026753713099419,2,0.19256457991767112,0.34510174917708042,2,0.21941776691706522,0.37596043085676495,1,0.13707530118181802,0.55618651039326206,1,0.31631978673876959,0.42388474976290363,1,0.31631978673876959,2,0.21941776691706522,2,0.19256457991767112,1,0.13707530118181802,2,-0.080026753713099419,0
7697__field_3__strength_4,1.0,0.90120944703123862,1.05055644307669,0.24852452515117596,2,0.19256457991767112,0.34510174917708042,2,0.21941776691706522,0.37596043085676495,1,0.13707530118181802,0.55618651039326206,0,0.2010117359498273,0.2010117359498273,0,0.31631978673876959,0.42388474976290363,0,0.31631978673876959,2,0.21941776691706522,0,0.2010117359498273,2,0.19256457991767112,1,0.13707530118181802,1
2411__miserably_14__added_13,1.0,0.86087319685167796,0.87264297084241704,0.54988959513621649,3,0.32991455345437587,0.44625018163309388,2,0.26410126616238655,0.41748721141828848,0,0.32036874223355238,0.56425345863588772,0,0.38935253471026837,0.50689036452643998,0,0.45952629488803132,0.55608592655422584,0,0.45952629488803132,0,0.38935253471026837,3,0.32991455345437587,0,0.32036874223355238,2,0.26410126616238655,1
7867__little_9__painter_12,1.2,1.1079821785786546,0.6272300140986804,0.11555041666880685,3,0.12733629222380127,0.12733629222380127,2,0.18809659879284024,0.18809659879284024,1,0.26410126616238655,0.41748721141828848,0,0.14136161161509794,0.37144125890414881,0,0.20177551616363887,0.77005354108681967,1,0.26410126616238655,0,0.20177551616363887,2,0.18809659879284024,0,0.14136161161509794,3,0.12733629222380127,0
6048__dug_3__lot_6,0.2,0.21558858122514657,0.20809426906572812,0.3197116785322372,1,0.32991455345437587,0.44625018163309388,0,0.19125896245035712,0.29031048383720126,0,0.31631978673876959,0.42388474976290363,0,0.32292272340384215,0.50388606280427406,0,0.36988094784402631,0.48013018175068017,0,0.36988094784402631,1,0.32991455345437587,0,0.32292272340384215,0,0.31631978673876959,0,0.19125896245035712,0
49__alternative_22__system_24,1.0,1.1985355492343626,1.0585989458658616,0.14930689381710047,2,0.19951122673574584,0.19951122673574584,2,0.31631978673876959,0.42388474976290363,1,0.26410126616238655,0.41748721141828848,0,0.14136161161509794,0.37144125890414881,0,0.15982822810371289,0.15982822810371289,2,0.31631978673876959,1,0.26410126616238655,2,0.19951122673574584,0,0.15982822810371289,0,0.14136161161509794,0
7709__instability_40__leading_35,1.2,0.87588261108177379,0.87034161313799874,0.023421072591265291,2,0.063946127521113019,0.063946127521113019,2,0.085678705060346638,0.085678705060346638,2,0.26410126616238655,0.41748721141828848,0,0.2146608446415654,0.3121973438933367,0,0.31631978673876959,0.42388474976290363,0,0.31631978673876959,2,0.26410126616238655,0,0.2146608446415654,2,0.085678705060346638,2,0.063946127521113019,1
204__conditions_40__fair_42,1.0,0.88498954869179081,0.91984139067969983,0.48718743238127354,2,0.19125896245035712,0.29031048383720126,1,0.31631978673876959,0.42388474976290363,1,0.32991455345437587,0.44625018163309388,1,0.34571925851011442,0.72747568937254503,0,0.36988094784402631,0.48013018175068017,0,0.36988094784402631,1,0.34571925851011442,1,0.32991455345437587,1,0.31631978673876959,2,0.19125896245035712,1
7618__A.6_22__obtain_26,0.0,0.0,0.0,0.25219907093236504,0,0.19969481067962069,0.42998589221713696,0,0.3042946828822814,0.47892390824276232,0,0.31114667854926403,0.53381868138795585,0,0.31631978673876959,0.42388474976290363,0,0.3671339603166377,0.32139961412080392,0,0.3671339603166377,0,0.31631978673876959,0,0.31114667854926403,0,0.3042946828822814,0,0.19969481067962069,0
7697__substitute_18__current_21,0.4,0.29396070984205036,0.37310105704059421,0.6824473279693386,1,0.3042946828822814,0.47892390824276232,1,0.31631978673876959,0.42388474976290363,0,0.32140693399702103,0.29264243560285735,0,0.55924669758012302,0.56624027705486624,0,0.60994761179459478,0.65805159433024307,0,0.60994761179459478,0,0.55924669758012302,0,0.32140693399702103,1,0.31631978673876959,1,0.3042946828822814,0
10368__pay_20__rise_30,0.8,0.0093971945345404304,0.1768214700516037,-0.11482202091969111,3,-0.044637187548384714,-0.044637187548384714,1,0.14136161161509794,0.37144125890414881,0,0.086428698542530963,0.086428698542530963,0,0.26410126616238655,0.41748721141828848,0,0.34554062494872229,0.51261064583900906,0,0.34554062494872229,0,0.26410126616238655,1,0.14136161161509794,0,0.086428698542530963,3,-0.044637187548384714,1
3285__lens_12__able_14,1.0,1.011659057415871,1.1710855660426303,0.25587075717781604,2,0.19969481067962069,0.42998589221713696,2,0.3042946828822814,0.47892390824276232,1,0.24938110998501761,0.42913064046979349,0,0.17317902099656282,0.15676487478447901,0,0.31631978673876959,0.42388474976290363,0,0.31631978673876959,2,0.3042946828822814,1,0.24938110998501761,2,0.19969481067962069,0,0.17317902099656282,1
5962__trees_28__squatted_29,2.4,2.3981298985765456,2.6007696077478628,0.34255231448544082,3,0.26410126616238655,0.41748721141828848,3,0.32991455345437587,0.44625018163309388,3,0.39604004174259089,0.51236688033655531,2,0.31631978673876959,0.42388474976290363,1,0.33612660565920216,0.18411492357966466,3,0.39604004174259089,1,0.33612660565920216,3,0.32991455345437587,2,0.31631978673876959,3,0.26410126616238655,3
322__institution_30__home_34,0.0,0.0,0.0,0.2239128605413058,0,0.086722575128378318,0.31811583810244842,0,0.14064994179384063,0.14064994179384063,0,0.20549357694720016,0.2958143259563748,0,0.26410126616238655,0.41748721141828848,0,0.31631978673876959,0.42388474976290363,0,0.31631978673876959,0,0.26410126616238655,0,0.20549357694720016,0,0.14064994179384063,0,0.086722575128378318,0
